sentence_masked,sentence,aspect,polarity,polarity_label
"good music , great $T$ , speedy service affordable prices .","good music , great food , speedy service affordable prices .",food,1,positive
"good music , great food , speedy $T$ affordable prices .","good music , great food , speedy service affordable prices .",service,1,positive
"good music , great food , speedy service affordable $T$ .","good music , great food , speedy service affordable prices .",prices,1,positive
The lobster sandwich is $ 24 and although it was good it was not nearly enough to warrant that $T$ .,The lobster sandwich is $ 24 and although it was good it was not nearly enough to warrant that price .,price,-1,negative
"May , the $T$ always has a smile on her and will warmly greet you .","May , the owner always has a smile on her and will warmly greet you .",owner,1,positive
The $T$ were ok and incredibly salty .,The sides were ok and incredibly salty .,sides,-1,negative
"For some reason , all the $T$ on the menu was unavailable except for the Salmon .","For some reason , all the seafood on the menu was unavailable except for the Salmon .",seafood,-1,negative
"For some reason , all the seafood on the $T$ was unavailable except for the Salmon .","For some reason , all the seafood on the menu was unavailable except for the Salmon .",menu,-1,negative
"For some reason , all the seafood on the menu was unavailable except for the $T$ .","For some reason , all the seafood on the menu was unavailable except for the Salmon .",Salmon,0,neutral
"The $T$ were excellent , and the dessert was good .","The beverages were excellent , and the dessert was good .",beverages,1,positive
"The beverages were excellent , and the $T$ was good .","The beverages were excellent , and the dessert was good .",dessert,1,positive
The $T$ and the waitress were incredibly rude and did everything they could to rush us out .,The hostess and the waitress were incredibly rude and did everything they could to rush us out .,hostess,-1,negative
The hostess and the $T$ were incredibly rude and did everything they could to rush us out .,The hostess and the waitress were incredibly rude and did everything they could to rush us out .,waitress,-1,negative
"Next time , we would n't dare ordering anything else other than some simple $T$ and drinks .","Next time , we would n't dare ordering anything else other than some simple Asian appetizers and drinks .",Asian appetizers,1,positive
"Next time , we would n't dare ordering anything else other than some simple Asian appetizers and $T$ .","Next time , we would n't dare ordering anything else other than some simple Asian appetizers and drinks .",drinks,1,positive
"Please if your thinking about it go , and stay the $T$ you wo n't be disappointed .","Please if your thinking about it go , and stay the wait you wo n't be disappointed .",wait,-1,negative
I must say the $T$ of NYC is so beautiful !,I must say the view of NYC is so beautiful !,view,1,positive
"If you 'd like to have a nice light $T$ with an asian accent , Long Tan is a good place on the slope .","If you 'd like to have a nice light meal with an asian accent , Long Tan is a good place on the slope .",meal,1,positive
"When going out for a nice $T$ , I like a nice ambiance as well as very good food .","When going out for a nice dinner , I like a nice ambiance as well as very good food .",dinner,1,positive
"When going out for a nice dinner , I like a nice $T$ as well as very good food .","When going out for a nice dinner , I like a nice ambiance as well as very good food .",ambiance,1,positive
"When going out for a nice dinner , I like a nice ambiance as well as very good $T$ .","When going out for a nice dinner , I like a nice ambiance as well as very good food .",food,1,positive
"Otherwise , this place has great $T$ and prices and a nice friendly atmosphere .","Otherwise , this place has great service and prices and a nice friendly atmosphere .",service,1,positive
"Otherwise , this place has great service and $T$ and a nice friendly atmosphere .","Otherwise , this place has great service and prices and a nice friendly atmosphere .",prices,1,positive
"Otherwise , this place has great service and prices and a nice friendly $T$ .","Otherwise , this place has great service and prices and a nice friendly atmosphere .",atmosphere,1,positive
Highly recommend this as great value for excellent $T$ and service .,Highly recommend this as great value for excellent sushi and service .,sushi,1,positive
Highly recommend this as great value for excellent sushi and $T$ .,Highly recommend this as great value for excellent sushi and service .,service,1,positive
Highly recommend this as great $T$ for excellent sushi and service .,Highly recommend this as great value for excellent sushi and service .,value,1,positive
This place would be so much better served by being run by a group that actually understands customer $T$ .,This place would be so much better served by being run by a group that actually understands customer service .,service,-1,negative
This place would be so much better $T$ by being run by a group that actually understands customer service .,This place would be so much better served by being run by a group that actually understands customer service .,served,-1,negative
A + + The $T$ was good to excellent along with the attitude .,A + + The service was good to excellent along with the attitude .,service,1,positive
A + + The service was good to excellent along with the $T$ .,A + + The service was good to excellent along with the attitude .,attitude,1,positive
The $T$ is awesome - definitely try the striped bass .,The food is awesome - definitely try the striped bass .,food,1,positive
